name,key,baseline_iou,achievable_iou,upper_bound_iou,achievable_gain,upper_bound_gain,n_fragments,n_add,n_remove,corridor_pixels,gt_empty
CRACK500_20160308_073532_1921_1081.jpg,CRACK500_20160308_073532_1921_1081,0.55835471580748,0.5669482246206788,0.5710693800581441,0.008593508813198869,0.012714664250664143,26,5,2,1592,0
CRACK500_20160308_073532_1921_721.jpg,CRACK500_20160308_073532_1921_721,0.6135249366018597,0.6204614862572108,0.6335628227194492,0.006936549655351065,0.0200378861175895,35,4,1,2237,0
CRACK500_20160308_073532_1_721.jpg,CRACK500_20160308_073532_1_721,0.6327566320645905,0.6327566320645905,0.6352941176470588,0.0,0.0025374855824682463,10,0,0,734,0
CRACK500_20160308_073532_641_361.jpg,CRACK500_20160308_073532_641_361,0.6218213704121258,0.6447916666666667,0.6828037638074458,0.022970296254540834,0.06098239339531997,42,3,7,2915,0
CRACK500_20160308_073532_641_721.jpg,CRACK500_20160308_073532_641_721,0.7946457027515139,0.8004595735584887,0.8050510478237507,0.005813870806974819,0.010405345072236782,59,4,3,4000,0
CRACK500_20160308_073736_1921_361.jpg,CRACK500_20160308_073736_1921_361,0.6028072431158256,0.6125337655321448,0.6128823084405057,0.009726522416319217,0.010075065324680166,66,2,3,4004,0
CRACK500_20160308_073736_1921_721.jpg,CRACK500_20160308_073736_1921_721,0.5495850028620493,0.5713351260992805,0.5770640856430561,0.021750123237231245,0.02747908278100686,82,5,5,4741,0
CRACK500_20160308_073736_1_361.jpg,CRACK500_20160308_073736_1_361,0.46308724832214765,0.49169435215946844,0.4937388193202147,0.02860710383732079,0.030651570998067035,52,0,7,3075,0
CRACK500_20160308_073736_1_721.jpg,CRACK500_20160308_073736_1_721,0.5564197678592796,0.5644084934277047,0.5668490374873354,0.007988725568425115,0.010429269628055793,77,3,9,4265,0
CRACK500_20160308_073736_641_1.jpg,CRACK500_20160308_073736_641_1,0.6644692359702502,0.6701748429808182,0.6721702127659575,0.005705607010567992,0.007700976795707248,49,1,1,2942,0
CRACK500_20160308_073736_641_361.jpg,CRACK500_20160308_073736_641_361,0.601009392962288,0.6030982528117705,0.6079473013174671,0.002088859849482594,0.0069379083551791565,62,1,2,3842,0
CRACK500_20160308_074101_1281_1.jpg,CRACK500_20160308_074101_1281_1,0.6519530777603096,0.6624939231891104,0.6769631559359881,0.010540845428800738,0.025010078175678463,48,3,1,2720,0
CRACK500_20160308_074101_1281_1081.jpg,CRACK500_20160308_074101_1281_1081,0.6218545329196828,0.6261218088350614,0.6297879766163511,0.0042672759153785655,0.007933443696668263,67,3,5,4215,0
