dataset,category,group,case_name,delta_iou_frangi_minus_baseline,variant,target_proxy_pixels,average_precision,average_precision_tolerant_r2,mass_near_target_r2,top_target_count_effective,top_target_count_precision_r2,target_coverage_r2,weighted_distance_mean_px,weighted_distance_p90_px,false_component_count_top_target,false_component_largest_top_target_px,response_mean,response_sum,active_fraction,response_p99_minus_p50,spearman_with_soft_target
road420,gain_baseline,all,2023_10_30_16_44_IMG_6033.jpg,-0.6802705315293878,lab_cstar_bipolar,2289,0.12330391342958723,0.14642019640382775,0.17383696087203243,2289,0.24814329401485366,0.3840104849279161,46.040687561035156,96.33794403076172,39,277,0.08736403286457062,4076.05615234375,0.26626800411522633,0.8396286964416504,0.14845673884877708
road420,gain_baseline,failures,2023_10_30_16_44_IMG_6033.jpg,-0.6802705315293878,lab_astar_bipolar,2289,0.09961995176503498,0.11576568615225895,0.1587279051845458,2289,0.21231979030144169,0.4582787243337702,41.70647430419922,93.08598327636719,65,141,0.052766092121601105,2461.854736328125,0.20931927297668038,0.6069358587265015,0.09487522253800969
road420,gain_baseline,all,2023_10_30_16_44_IMG_6033.jpg,-0.6802705315293878,lab_astar_bipolar,2289,0.09961995176503498,0.11576568615225895,0.1587279051845458,2289,0.21231979030144169,0.4582787243337702,41.70647430419922,93.08598327636719,65,141,0.052766092121601105,2461.854736328125,0.20931927297668038,0.6069358587265015,0.09487522253800969
road420,gain_baseline,failures,2023_10_30_16_44_IMG_6033.jpg,-0.6802705315293878,lab_bstar_bipolar,2289,0.10576936656206981,0.1331752204638491,0.18662405742542185,2289,0.1961555264307558,0.3420707732634338,35.01897430419922,96.50906372070312,20,304,0.049495138227939606,2309.2451171875,0.21285579561042525,0.7825530767440796,0.1755772467831278
road420,gain_baseline,all,2023_10_30_16_44_IMG_6033.jpg,-0.6802705315293878,lab_bstar_bipolar,2289,0.10576936656206981,0.1331752204638491,0.18662405742542185,2289,0.1961555264307558,0.3420707732634338,35.01897430419922,96.50906372070312,20,304,0.049495138227939606,2309.2451171875,0.21285579561042525,0.7825530767440796,0.1755772467831278
road420,gain_baseline,failures,2023_10_30_16_44_IMG_6033.jpg,-0.6802705315293878,lab_ab_opponent,2289,0.11619322105700026,0.13883893474584602,0.1610187294936288,2289,0.200087374399301,0.4119702927042377,38.36492156982422,94.02127075195312,40,231,0.08944637328386307,4173.2099609375,0.3443072702331962,0.8169237375259399,0.16143263473686614
road420,gain_baseline,all,2023_10_30_16_44_IMG_6033.jpg,-0.6802705315293878,lab_ab_opponent,2289,0.11619322105700026,0.13883893474584602,0.1610187294936288,2289,0.200087374399301,0.4119702927042377,38.36492156982422,94.02127075195312,40,231,0.08944637328386307,4173.2099609375,0.3443072702331962,0.8169237375259399,0.16143263473686614
road420,gain_baseline,failures,2023_10_30_16_44_IMG_6033.jpg,-0.6802705315293878,hsv_saturation_bipolar,2289,0.29153801309999366,0.34172805725489536,0.3734083561449913,2289,0.36435124508519,0.3652249890782001,29.23453712463379,92.43917083740234,6,345,0.04322962090373039,2016.9212646484375,0.263695987654321,0.8545364737510681,0.26355181558461577
road420,gain_baseline,all,2023_10_30_16_44_IMG_6033.jpg,-0.6802705315293878,hsv_saturation_bipolar,2289,0.29153801309999366,0.34172805725489536,0.3734083561449913,2289,0.36435124508519,0.3652249890782001,29.23453712463379,92.43917083740234,6,345,0.04322962090373039,2016.9212646484375,0.263695987654321,0.8545364737510681,0.26355181558461577
road420,gain_baseline,failures,2023_10_30_16_44_IMG_6033.jpg,-0.6802705315293878,log_chroma_pc1_bipolar,2289,0.3758192432163142,0.4253655887881347,0.3569849959179779,2289,0.5264307557885539,0.6295325469637396,27.556102752685547,91.19758605957031,13,295,0.07896559685468674,3684.21875,0.30296210562414266,0.9066571593284607,0.33783323187064707
road420,gain_baseline,all,2023_10_30_16_44_IMG_6033.jpg,-0.6802705315293878,log_chroma_pc1_bipolar,2289,0.3758192432163142,0.4253655887881347,0.3569849959179779,2289,0.5264307557885539,0.6295325469637396,27.556102752685547,91.19758605957031,13,295,0.07896559685468674,3684.21875,0.30296210562414266,0.9066571593284607,0.33783323187064707
facade390,gain_baseline,failures,DJ_Wall_231.JPG,-0.4563664418790719,luminance,597,0.11751557599062107,0.1133542531010853,0.13432100188256735,597,0.2897822445561139,0.39195979899497485,45.91364669799805,103.23274993896484,32,86,0.040954601019620895,1910.77783203125,0.18876457475994513,0.5694746971130371,0.13494969170344678
facade390,gain_baseline,all,DJ_Wall_231.JPG,-0.4563664418790719,luminance,597,0.11751557599062107,0.1133542531010853,0.13432100188256735,597,0.2897822445561139,0.39195979899497485,45.91364669799805,103.23274993896484,32,86,0.040954601019620895,1910.77783203125,0.18876457475994513,0.5694746971130371,0.13494969170344678
facade390,gain_baseline,failures,DJ_Wall_231.JPG,-0.4563664418790719,lab_cstar_dark,597,0.03323601180572529,0.08680175026293468,0.08624225780624618,597,0.0,0.0,58.98208999633789,122.80065155029297,16,113,0.01769723929464817,825.6824340820312,0.17018175582990397,0.441407710313797,0.2161140051550461
facade390,gain_baseline,all,DJ_Wall_231.JPG,-0.4563664418790719,lab_cstar_dark,597,0.03323601180572529,0.08680175026293468,0.08624225780624618,597,0.0,0.0,58.98208999633789,122.80065155029297,16,113,0.01769723929464817,825.6824340820312,0.17018175582990397,0.441407710313797,0.2161140051550461
facade390,gain_baseline,failures,DJ_Wall_231.JPG,-0.4563664418790719,lab_cstar_bipolar,597,0.015195162647336044,0.04268595037627257,0.013694190621600282,597,0.0,0.0,67.8370132446289,121.82364654541016,13,262,0.11505378037691116,5367.94921875,0.2967892661179698,0.9729190468788147,0.13089965671479534
facade390,gain_baseline,all,DJ_Wall_231.JPG,-0.4563664418790719,lab_cstar_bipolar,597,0.015195162647336044,0.04268595037627257,0.013694190621600282,597,0.0,0.0,67.8370132446289,121.82364654541016,13,262,0.11505378037691116,5367.94921875,0.2967892661179698,0.9729190468788147,0.13089965671479534
facade390,gain_baseline,failures,DJ_Wall_231.JPG,-0.4563664418790719,lab_astar_bipolar,597,0.1624203355514202,0.3621302391452517,0.18306922544959836,597,0.6398659966499163,0.3869346733668342,40.881282806396484,94.15412902832031,13,67,0.09656646102666855,4505.40478515625,0.27488425925925924,0.8708632588386536,0.1791969817202239
facade390,gain_baseline,all,DJ_Wall_231.JPG,-0.4563664418790719,lab_astar_bipolar,597,0.1624203355514202,0.3621302391452517,0.18306922544959836,597,0.6398659966499163,0.3869346733668342,40.881282806396484,94.15412902832031,13,67,0.09656646102666855,4505.40478515625,0.27488425925925924,0.8708632588386536,0.1791969817202239
facade390,gain_baseline,failures,DJ_Wall_231.JPG,-0.4563664418790719,lab_bstar_bipolar,597,0.012068349695484641,0.03547886739019111,0.00671901288173328,597,0.0,0.0,69.18022155761719,122.34786224365234,15,246,0.11637227237224579,5429.46484375,0.2834790809327846,0.9687026143074036,0.0816400207285349
facade390,gain_baseline,all,DJ_Wall_231.JPG,-0.4563664418790719,lab_bstar_bipolar,597,0.012068349695484641,0.03547886739019111,0.00671901288173328,597,0.0,0.0,69.18022155761719,122.34786224365234,15,246,0.11637227237224579,5429.46484375,0.2834790809327846,0.9687026143074036,0.0816400207285349
facade390,gain_baseline,failures,DJ_Wall_231.JPG,-0.4563664418790719,lab_ab_opponent,597,0.04351464939647476,0.10431982453137623,0.09334791743151125,597,0.18090452261306533,0.18090452261306533,56.27262496948242,116.10340118408203,14,161,0.19167956709861755,8943.001953125,0.4703575102880658,0.9729712605476379,0.18187453098084008
