image_id,category,domain,delta_iou,umap_1,umap_2,umap_3
khanhha_original::CRACK500_20160307_164226_641_721.jpg,neutral,khanhha,0.0012735074740966,3.9986336,6.2426686,3.0843096
khanhha_original::CRACK500_20160307_164301_641_361.jpg,neutral,khanhha,0.0036806848904129,3.681631,6.5282173,2.7803476
khanhha_original::CRACK500_20160307_164334_641_1.jpg,degraded,khanhha,-0.0303345643443215,4.270762,6.1722403,2.82444
khanhha_original::CRACK500_20160307_164334_641_361.jpg,neutral,khanhha,0.0098489684670248,4.3183436,6.0820575,2.866457
khanhha_original::CRACK500_20160307_164400_641_1.jpg,degraded,khanhha,-0.014266393837491,4.486344,6.1423793,2.789184
khanhha_original::CRACK500_20160307_164517_1921_361.jpg,degraded,khanhha,-0.0182431153427147,4.3703012,5.9754353,3.016756
khanhha_original::CRACK500_20160308_072824_641_1.jpg,neutral,khanhha,0.0002325231744483,4.178015,6.663276,2.6807034
khanhha_original::CRACK500_20160308_072921_1281_1081.jpg,degraded,khanhha,-0.0116575044632598,4.912653,6.818284,2.6774116
khanhha_original::CRACK500_20160308_072921_1281_361.jpg,degraded,khanhha,-0.0150163244114266,4.5866613,6.849359,2.699578
khanhha_original::CRACK500_20160308_072921_641_1081.jpg,degraded,khanhha,-0.0122229988890639,3.86037,6.7924304,2.7098627
khanhha_original::CRACK500_20160308_072921_641_721.jpg,improved,khanhha,0.0234470766730769,4.0098357,6.8172617,2.71818
khanhha_original::CRACK500_20160308_072951_641_721.jpg,neutral,khanhha,-0.0056999871473555,3.481776,7.0067897,2.7572322
khanhha_original::CRACK500_20160308_073014_1281_721.jpg,neutral,khanhha,-0.0070396369683508,3.3781817,6.9943624,2.7926939
khanhha_original::CRACK500_20160308_073245_1_361.jpg,neutral,khanhha,0.0019000006284857,3.7749972,6.4131975,2.9992354
khanhha_original::CRACK500_20160308_073245_641_1.jpg,neutral,khanhha,0.0025810032882596,4.779033,6.3278966,2.7629354
khanhha_original::CRACK500_20160308_073356_1281_1081.jpg,neutral,khanhha,0.004288429959927,4.273744,6.3666472,2.688223
khanhha_original::CRACK500_20160308_073356_641_1.jpg,neutral,khanhha,-0.0083635451853426,4.1656103,6.3885264,2.8324633
khanhha_original::CRACK500_20160308_073406_641_721.jpg,neutral,khanhha,-0.0087862530790794,4.1755776,6.3591433,2.8971403
khanhha_original::CRACK500_20160308_073532_1_361.jpg,degraded,khanhha,-0.014362885645081,4.094399,6.7804184,3.219032
khanhha_original::CRACK500_20160308_073736_1281_361.jpg,neutral,khanhha,0.0021851797747682,3.765047,6.820512,2.873826
khanhha_original::CRACK500_20160308_073736_641_721.jpg,degraded,khanhha,-0.1497186447774119,4.6915503,6.7291756,2.8541949
khanhha_original::CRACK500_20160308_074321_1921_361.jpg,degraded,khanhha,-0.0281750738773739,4.9588385,6.7840557,2.7033103
khanhha_original::CRACK500_20160308_074330_1921_721.jpg,improved,khanhha,0.0109821477222968,3.6309993,7.0430946,2.8599498
khanhha_original::CRACK500_20160308_074702_1281_361.jpg,improved,khanhha,0.0825153554080176,3.716731,6.9747133,2.7497582
khanhha_original::CRACK500_20160308_074702_1921_361.jpg,degraded,khanhha,-0.020608686004471,3.5736322,7.002023,2.7498553
khanhha_original::CRACK500_20160308_074702_641_721.jpg,improved,khanhha,0.0138396539451818,3.6798646,7.043763,2.9567351
khanhha_original::CRACK500_20160308_155720_1281_361.jpg,neutral,khanhha,-0.0052312038180993,4.4940767,5.838487,3.111259
khanhha_original::CRACK500_20160308_155720_1_1.jpg,neutral,khanhha,0.0096221809549699,4.2372365,5.8447185,3.4499876
khanhha_original::CRACK500_20160308_155720_641_721.jpg,neutral,khanhha,0.0052378040169147,4.3229494,5.7706876,3.3427327
khanhha_original::CRACK500_20160308_155731_1281_1.jpg,neutral,khanhha,-0.006497221503645,4.153195,6.43109,2.6528108
