cohort,map,physical_scenes,observations,ap_tol2_mean,ap_tol2_median,ap_tol2_ci95_low,ap_tol2_ci95_high,precision_top_p01_mean,precision_top_p01_median,precision_top_p01_ci95_low,precision_top_p01_ci95_high,skeleton_recall_top_p01_mean,skeleton_recall_top_p01_median,skeleton_recall_top_p01_ci95_low,skeleton_recall_top_p01_ci95_high,response_mass_near_gt_mean,response_mass_near_gt_median,response_mass_near_gt_ci95_low,response_mass_near_gt_ci95_high,active_fraction_010_mean,active_fraction_010_median,active_fraction_010_ci95_low,active_fraction_010_ci95_high
khanhha_noisy2,verified_frangi_bic,24,24,0.30785586252362024,0.30091562413922,0.21750651954018507,0.4005367880973286,0.4245517928286852,0.3117529880478087,0.27913346613545814,0.5746202689243027,0.36288545206749834,0.3718487394957982,0.2646557871689803,0.45845121504969155,0.25531287624229054,0.1552927233278751,0.15337091134254782,0.36723855189654075,0.14774659863945575,0.14886599170918358,0.12887944850791874,0.1660298665364583
khanhha_noisy2,verified_frangi_consensus,24,24,0.20182520642040935,0.14444583462605304,0.12513125153241778,0.2952066999853574,0.2846945551128818,0.13545816733067725,0.15894339309428945,0.4189927788844621,0.3146918366227253,0.2719955683003128,0.20582404897316514,0.4248949501012552,0.4637456374087681,0.4261370003223419,0.3172093201603275,0.6072856738678334,0.010614304315476145,0.00300940688775505,0.005815342494419593,0.01630595719733201
khanhha_noisy2,verified_frangi_ofs,24,24,0.20648199086111743,0.14600994286613939,0.12758643626471297,0.3004671428094648,0.28635458167330674,0.13446215139442225,0.1586964641434263,0.42322377158034524,0.3064248070777309,0.2474419968717414,0.20105181087383195,0.41455102056050486,0.47493325158332783,0.4901764839887619,0.3296587230637669,0.6221717663186912,0.009833718643707441,0.0025908801020407502,0.005018979027157698,0.015460786365327344
khanhha_noisy2,verified_frangi_v2,24,24,0.19720330336089492,0.18307372103760744,0.14150233109169957,0.2562553638123811,0.361304780876494,0.29482071713147406,0.22982237715803447,0.49734603253652054,0.41805155627176604,0.4531875080655568,0.30992985292530495,0.5208302156739519,0.2461055143503472,0.16170785576105115,0.14524478917398176,0.35974985178230173,0.09722360623937071,0.10123365752551014,0.08084287059550378,0.11380449152317175
khanhha_anchors_all_conditions,black_tophat,16,48,0.19852121607491238,0.19562893521632085,0.13937850002665605,0.26034729311147237,0.3488130810092961,0.30976095617529875,0.21231532204515272,0.4992955262284196,0.3943466086200246,0.4761904761904761,0.2696639440920548,0.5176861072966726,0.09485943857968471,0.07132770493626592,0.05379032540367914,0.14204939670162273,0.41742275523490646,0.4045061383928571,0.39184482081406774,0.4430066478495695
khanhha_anchors_all_conditions,derivative_pair,16,48,0.08423345048048106,0.06730427250347067,0.056588712792325725,0.1159877563808009,0.10673970783532534,0.11155378486055773,0.06810155212483397,0.14620787682602915,0.3579605662240339,0.38227513227513227,0.2657701501762352,0.4475331982104224,0.07107006401444471,0.05306889985998467,0.040280110672271476,0.10687168912263584,0.3593206081260629,0.36204892113095233,0.34766974416719804,0.36947735637223633
khanhha_anchors_all_conditions,frangi_relative,16,48,0.13068392552675898,0.09909176929047403,0.08506760671257553,0.18315112527240152,0.21663346613545814,0.09329349269588308,0.09893343293492693,0.35184470451527217,0.29888704524289295,0.1929824561403508,0.160442950595737,0.44646643154335497,0.11228907337257014,0.059238277375698034,0.054305093058307316,0.18234166303591334,0.08506889083758498,0.08743556016156456,0.05919970038796764,0.11139636396550803
khanhha_anchors_all_conditions,frangi_similarity_historical,16,48,0.37232757702711006,0.31217368815158136,0.22786462909607855,0.5227237597594315,0.43214641434262946,0.3847941567065073,0.24161479083665338,0.6270895584329347,0.2718585281960641,0.22019464720194648,0.15328681966944538,0.39324224119016205,0.23767435582218843,0.15586905181407923,0.1189767826872412,0.3773198041259699,0.1981425382653061,0.21603954081632654,0.16550824431335032,0.22781822567894344
khanhha_anchors_all_conditions,fusion_ofs_profile,16,48,0.16543431437525133,0.12301465175033106,0.10704151313358601,0.23946334252332976,0.28531706507304117,0.16699867197875162,0.14255063081009292,0.4478803535856573,0.3860487152010138,0.3010912698412698,0.22663496991579418,0.5462559887731206,0.4377787203993648,0.44343958112100756,0.2769485535662776,0.6023247478219369,0.014360285129676822,0.0057597257653060835,0.0070152853621917085,0.022723450952646624
khanhha_anchors_all_conditions,fusion_precision,16,48,0.1636862594798574,0.12097286388644167,0.10478505061665362,0.23697535004737674,0.2800049800796813,0.1626826029216467,0.13691069057104913,0.44177871845949523,0.38617760141092583,0.3055555555555555,0.22652178577754528,0.5466963037085211,0.4273826285886268,0.42955462758739793,0.2683152233871321,0.5928313281037844,0.015718005952380907,0.006806042729591784,0.00773064230575038,0.024928190270248677
khanhha_anchors_all_conditions,fusion_reflectance,16,48,0.16758200480812435,0.12121486374099814,0.10353464072614542,0.24484681920022464,0.27124833997343956,0.13944223107569717,0.12566193559096944,0.4389213977423637,0.3643362726860651,0.26785714285714285,0.2134941822385761,0.5220823856290197,0.41581716216993914,0.4233469863732656,0.2525227257124546,0.5865632572644851,0.018703330941751656,0.007802535076530567,0.009167573889907485,0.029398309616815423
khanhha_anchors_all_conditions,line_step_bic,16,48,0.15857090299887316,0.13868238597138957,0.10530983912335547,0.22616548632610303,0.2721613545816733,0.2048472775564409,0.15006432602921646,0.41782972277556435,0.41728021294932305,0.38095238095238093,0.2843517135817324,0.5476247878065804,0.10267855801309146,0.07769553611675895,0.05708904608618465,0.16085223503954085,0.39770051086840985,0.4067482461734694,0.3702470429089604,0.4233289342348267
khanhha_anchors_all_conditions,ofs,16,48,0.17549167503789057,0.12386018697428218,0.10801265396649662,0.26079379759407106,0.28100099601593626,0.16533864541832663,0.13487612051792824,0.44597236055776884,0.3720313590470461,0.2579365079365079,0.22021438677413657,0.5290748681816487,0.45512562387739314,0.45909055966573453,0.2910766959061826,0.6226861736317612,0.010099865141369012,0.0028001434948979166,0.0038646568246438855,0.01785261712106713
khanhha_anchors_all_conditions,ofs_reflectance,16,48,0.17902489543730307,0.12451118390813727,0.10678176990565386,0.27115238192856983,0.27311586985391767,0.11653386454183262,0.12703145750332004,0.441859644754316,0.34947952212932754,0.22062350119904076,0.20311408903393643,0.5041141342508261,0.4460832100791473,0.45429619681090117,0.2805208596141256,0.6148248114766753,0.01230626527954928,0.003138950892857083,0.004659131108498048,0.021375342129039077
khanhha_anchors_all_conditions,paired_profile,16,48,0.12777154713980193,0.1136498580451291,0.09217934988475977,0.16510972631054108,0.24946049136786186,0.2267596281540504,0.13308951693227092,0.3804386620185922,0.42099102105176445,0.40873015873015867,0.2812997760104155,0.5607383682660491,0.07797182394036398,0.0628389449169238,0.04628428864913677,0.11267845265780725,0.40900031887755095,0.40423044217687076,0.399589424392804,0.4182392250112935
