name,with_evidence_iou,with_evidence_dice,with_evidence_precision,with_evidence_recall,with_evidence_components_pred,with_evidence_skeleton_covered,no_evidence_iou,no_evidence_dice,no_evidence_precision,no_evidence_recall,no_evidence_components_pred,no_evidence_skeleton_covered
CRACK500_20160328_150940_641_1081.jpg,0.053929,0.102339,0.126812,0.085784,1.000000,0.000000,0.053929,0.102339,0.126812,0.085784,1.000000,0.000000
CRACK500_20160328_150940_641_361.jpg,0.374580,0.545010,0.444482,0.704302,1.000000,0.723781,0.374580,0.545010,0.444482,0.704302,1.000000,0.723781
CRACK500_20160328_151013_361_1921.jpg,0.332613,0.499190,0.528000,0.473361,1.000000,0.333333,0.332613,0.499190,0.528000,0.473361,1.000000,0.333333
CRACK500_20160328_151020_641_721.jpg,0.587219,0.739934,0.650614,0.857681,1.000000,0.930779,0.587219,0.739934,0.650614,0.857681,1.000000,0.930779
CRACK500_20160328_151027_1921_1.jpg,0.604780,0.753723,0.789239,0.721266,3.000000,0.894737,0.604780,0.753723,0.789239,0.721266,3.000000,0.894737
CRACK500_20160328_151027_641_361.jpg,0.617647,0.763636,0.820237,0.714343,5.000000,0.907112,0.617647,0.763636,0.820237,0.714343,5.000000,0.907112
CRACK500_20160328_151056_1_361.jpg,0.693101,0.818736,0.846819,0.792455,3.000000,0.747463,0.693101,0.818736,0.846819,0.792455,3.000000,0.747463
CRACK500_20160328_151056_641_1081.jpg,0.739966,0.850552,0.842067,0.859210,1.000000,0.955285,0.739966,0.850552,0.842067,0.859210,1.000000,0.955285
CRACK500_20160328_151057_1281_721.jpg,0.618349,0.764173,0.876707,0.677241,4.000000,0.717476,0.618349,0.764173,0.876707,0.677241,4.000000,0.717476
CRACK500_20160328_151151_1921_721.jpg,0.716830,0.835062,0.778757,0.900144,1.000000,0.991886,0.716830,0.835062,0.778757,0.900144,1.000000,0.991886
CRACK500_20160328_151151_1_1.jpg,0.802905,0.890679,0.875240,0.906673,1.000000,1.000000,0.802905,0.890679,0.875240,0.906673,1.000000,1.000000
CRACK500_20160328_151151_641_1081.jpg,0.766338,0.867714,0.813190,0.930074,1.000000,0.960000,0.766338,0.867714,0.813190,0.930074,1.000000,0.960000
CRACK500_20160328_151151_641_361.jpg,0.801090,0.889561,0.878659,0.900738,1.000000,0.983402,0.801090,0.889561,0.878659,0.900738,1.000000,0.983402
CRACK500_20160328_151201_1281_721.jpg,0.362893,0.532533,0.943729,0.370919,3.000000,0.375389,0.362893,0.532533,0.943729,0.370919,3.000000,0.375389
