name,with_evidence_iou,with_evidence_dice,with_evidence_precision,with_evidence_recall,with_evidence_components_pred,with_evidence_skeleton_covered,no_evidence_iou,no_evidence_dice,no_evidence_precision,no_evidence_recall,no_evidence_components_pred,no_evidence_skeleton_covered
CRACK500_20160303_093537_1921_1081.jpg,0.609605,0.757459,0.831753,0.695350,1.000000,0.684211,0.593320,0.744760,0.833952,0.672803,1.000000,0.669028
CRACK500_20160306_103613_1_721.jpg,0.560490,0.718351,0.690609,0.748416,1.000000,0.881928,0.560515,0.718372,0.693063,0.745600,1.000000,0.877108
CRACK500_20160306_103638_1921_1081.jpg,0.518081,0.682547,0.539938,0.927524,1.000000,0.987069,0.533939,0.696167,0.563857,0.909609,1.000000,0.982759
CRACK500_20160306_103638_1_361.jpg,0.240194,0.387349,0.253724,0.818318,2.000000,0.751756,0.245314,0.393979,0.261793,0.795796,2.000000,0.723653
CRACK500_20160306_103657_1921_721.jpg,0.221081,0.362107,0.241126,0.726734,4.000000,0.556497,0.218743,0.358966,0.239755,0.713960,5.000000,0.549435
CRACK500_20160306_103657_641_721.jpg,0.536766,0.698566,0.581464,0.874728,2.000000,0.990458,0.540175,0.701446,0.588279,0.868524,2.000000,0.986641
CRACK500_20160306_103816_1_721.jpg,0.489096,0.656904,0.643414,0.670970,1.000000,0.815436,0.487902,0.655826,0.646220,0.665722,1.000000,0.812081
CRACK500_20160306_103830_1921_1081.jpg,0.662949,0.797317,0.813946,0.781354,1.000000,0.938776,0.653455,0.790412,0.814957,0.767301,1.000000,0.935860
CRACK500_20160306_103903_1281_361.jpg,0.696368,0.821011,0.912226,0.746379,1.000000,0.887255,0.689952,0.816534,0.914344,0.737628,1.000000,0.892157
CRACK500_20160306_103903_641_361.jpg,0.857111,0.923059,0.980750,0.871777,1.000000,0.971888,0.853048,0.920697,0.982804,0.865973,1.000000,0.963855
CRACK500_20160306_104522_1921_361.jpg,0.637438,0.778580,0.638643,0.997049,1.000000,0.992462,0.649251,0.787328,0.650964,0.995961,1.000000,0.992462
CRACK500_20160306_104522_1921_721.jpg,0.640544,0.780892,0.645118,0.989053,3.000000,0.977358,0.649796,0.787729,0.655152,0.987574,3.000000,0.973585
CRACK500_20160306_104522_641_721.jpg,0.893888,0.943972,0.909421,0.981251,2.000000,0.998162,0.898524,0.946550,0.918775,0.976056,2.000000,0.998162
CRACK500_20160306_104527_1921_721.jpg,0.753909,0.859690,0.763386,0.983801,1.000000,0.978448,0.759147,0.863086,0.769288,0.982933,1.000000,0.979310
CRACK500_20160306_104527_641_361.jpg,0.845480,0.916271,0.863692,0.975668,1.000000,0.985640,0.854121,0.921322,0.877549,0.969691,1.000000,0.984334
CRACK500_20160307_143827_1_721.jpg,0.365554,0.535393,0.372851,0.949186,7.000000,0.993528,0.381638,0.552443,0.391328,0.939067,7.000000,0.970874
