name,k0_iou_dilate_both,k0_iou_buffered,k0_precision,k0_recall,k0_f1,k1_iou_dilate_both,k1_iou_buffered,k1_precision,k1_recall,k1_f1,k2_iou_dilate_both,k2_iou_buffered,k2_precision,k2_recall,k2_f1,k3_iou_dilate_both,k3_iou_buffered,k3_precision,k3_recall,k3_f1,k5_iou_dilate_both,k5_iou_buffered,k5_precision,k5_recall,k5_f1,k8_iou_dilate_both,k8_iou_buffered,k8_precision,k8_recall,k8_f1
DeepCrack_11113,0.808292,0.808292,0.874606,0.914241,0.893984,0.843840,0.925801,0.962958,0.959989,0.961471,0.864651,0.977270,0.993552,0.983508,0.988504,0.882441,0.993562,0.999726,0.993833,0.996771,0.903822,1.000000,1.000000,1.000000,1.000000,0.918969,1.000000,1.000000,1.000000,1.000000
DeepCrack_11114,0.592842,0.592842,0.600878,0.977940,0.744383,0.637981,0.698193,0.702194,0.991906,0.822278,0.664202,0.767780,0.769283,0.997461,0.868637,0.684668,0.816357,0.816675,0.999524,0.898895,0.709848,0.860848,0.860848,1.000000,0.925221,0.734529,0.887567,0.887567,1.000000,0.940435
DeepCrack_11116-2,0.783225,0.783225,0.808347,0.961835,0.878437,0.804474,0.832795,0.852969,0.972384,0.908770,0.822246,0.868172,0.884955,0.978622,0.929435,0.839821,0.897933,0.911552,0.983634,0.946222,0.859942,0.932848,0.945806,0.985526,0.965257,0.877584,0.959302,0.972873,0.985666,0.979228
DeepCrack_11116-3,0.863398,0.863398,0.878403,0.980599,0.926692,0.878169,0.907901,0.919559,0.986229,0.951728,0.889492,0.939703,0.948975,0.989709,0.968914,0.899203,0.962722,0.969580,0.992706,0.981007,0.912391,0.986851,0.990294,0.996489,0.993382,0.922721,0.997719,0.999078,0.998638,0.998858
DeepCrack_11118,0.716995,0.716995,0.797021,0.877164,0.835174,0.776013,0.884822,0.920181,0.958379,0.938892,0.811988,0.960137,0.970549,0.988950,0.979663,0.845227,0.986308,0.988286,0.997974,0.993107,0.883056,0.999665,0.999665,1.000000,0.999833,0.912499,1.000000,1.000000,1.000000,1.000000
DeepCrack_11123,0.552198,0.552198,0.566128,0.957341,0.711505,0.698387,0.856543,0.863244,0.991019,0.922729,0.766914,0.955589,0.959726,0.995510,0.977290,0.815729,0.974541,0.977281,0.997131,0.987106,0.869920,0.982696,0.984510,0.998129,0.991273,0.905256,0.988890,0.989378,0.999501,0.994414
DeepCrack_11125-1,0.757468,0.757468,0.792438,0.944948,0.861999,0.810510,0.933820,0.945474,0.986973,0.965778,0.835529,0.979370,0.985086,0.994110,0.989577,0.856131,0.985867,0.990311,0.995469,0.992883,0.879982,0.988314,0.992780,0.995469,0.994123,0.895313,0.989350,0.993825,0.995469,0.994647
DeepCrack_11134,0.646380,0.646380,0.699299,0.895196,0.785214,0.766757,0.925534,0.951723,0.971127,0.961327,0.821988,0.973527,0.990402,0.982799,0.986586,0.860027,0.983237,0.994913,0.988205,0.991548,0.900050,0.987959,0.997121,0.990785,0.993943,0.924088,0.992095,0.998464,0.993611,0.996032
DeepCrack_11134-3,0.707471,0.707471,0.748979,0.927357,0.828677,0.773129,0.902020,0.927712,0.970212,0.948486,0.808806,0.963358,0.981502,0.981172,0.981337,0.834902,0.980706,0.994893,0.985668,0.990259,0.869406,0.987268,0.997617,0.989602,0.993593,0.894074,0.989336,0.998298,0.991007,0.994639
DeepCrack_11134-4,0.683221,0.683221,0.707398,0.952359,0.811802,0.760315,0.898815,0.906551,0.990595,0.946711,0.802761,0.967718,0.971942,0.995529,0.983594,0.834908,0.985307,0.988319,0.996916,0.992599,0.876268,0.991303,0.992671,0.998612,0.995633,0.905337,0.994160,0.994617,0.999537,0.997071
DeepCrack_11151-2,0.668516,0.668516,0.674335,0.987255,0.801330,0.711703,0.788797,0.791077,0.996359,0.881930,0.739765,0.851642,0.852635,0.998635,0.919878,0.760531,0.880905,0.881082,0.999772,0.936682,0.795552,0.912638,0.912638,1.000000,0.954324,0.833008,0.939220,0.939220,1.000000,0.968657
DeepCrack_11153,0.588533,0.588533,0.591382,0.991880,0.740977,0.671828,0.753285,0.754055,0.998647,0.859284,0.720431,0.865065,0.865166,0.999865,0.927651,0.759302,0.943920,0.943920,1.000000,0.971151,0.811255,0.987896,0.987896,1.000000,0.993911,0.857015,0.996530,0.996530,1.000000,0.998262
DeepCrack_11155,0.630521,0.630521,0.631917,0.996510,0.773398,0.710555,0.806773,0.806773,1.000000,0.893054,0.756045,0.888889,0.888889,1.000000,0.941176,0.787847,0.931164,0.931164,1.000000,0.964355,0.828496,0.966799,0.966799,1.000000,0.983120,0.863957,0.982957,0.982957,1.000000,0.991405
DeepCrack_11155-1,0.697318,0.697318,0.698572,0.997433,0.821671,0.747027,0.797673,0.797673,1.000000,0.887451,0.781401,0.854045,0.854045,1.000000,0.921278,0.808659,0.895399,0.895399,1.000000,0.944813,0.848101,0.939503,0.939503,1.000000,0.968808,0.880800,0.972184,0.972184,1.000000,0.985896
DeepCrack_11156-1,0.836063,0.836063,0.842558,0.990865,0.910713,0.853848,0.924529,0.925787,0.998532,0.960785,0.863237,0.953253,0.953253,1.000000,0.976067,0.871987,0.968512,0.968512,1.000000,0.984004,0.882783,0.983770,0.983770,1.000000,0.991819,0.890805,0.988625,0.988625,1.000000,0.994280
DeepCrack_11163-1,0.814761,0.814761,0.845660,0.957079,0.897926,0.849423,0.950944,0.960000,0.990177,0.974855,0.868464,0.976911,0.984151,0.992526,0.988321,0.882118,0.984070,0.990566,0.993380,0.991971,0.901344,0.988030,0.994151,0.993807,0.993979,0.918852,0.989061,0.994340,0.994662,0.994501
DeepCrack_11164-2,0.867410,0.867410,0.926875,0.931131,0.928998,0.892393,0.933800,0.980016,0.951927,0.965767,0.907856,0.955373,0.992831,0.962009,0.977177,0.921159,0.967840,0.997491,0.970202,0.983657,0.937435,0.984249,0.999910,0.984336,0.992062,0.951909,0.994779,1.000000,0.994779,0.997382
DeepCrack_11164-4,0.911224,0.911224,0.933856,0.974093,0.953550,0.926550,0.984835,0.990588,0.994137,0.992359,0.935806,0.995565,0.998693,0.996864,0.997778,0.943639,0.997961,0.999869,0.998091,0.998979,0.954138,0.999455,1.000000,0.999455,0.999727,0.962713,1.000000,1.000000,1.000000,1.000000
DeepCrack_11165,0.521994,0.521994,0.526344,0.984414,0.685934,0.656029,0.793939,0.794892,0.998492,0.885135,0.724064,0.946505,0.946505,1.000000,0.972518,0.778016,0.992473,0.992473,1.000000,0.996222,0.841869,1.000000,1.000000,1.000000,1.000000,0.887189,1.000000,1.000000,1.000000,1.000000
DeepCrack_11165-2,0.402828,0.402828,0.404812,0.987980,0.574308,0.531190,0.615244,0.617541,0.993990,0.761797,0.612170,0.789699,0.791438,0.997226,0.882494,0.679579,0.921343,0.922523,0.998613,0.959061,0.764017,0.997159,0.997159,1.000000,0.998577,0.825224,1.000000,1.000000,1.000000,1.000000
DeepCrack_11178-3,0.670149,0.670149,0.718868,0.908158,0.802502,0.739264,0.872783,0.917355,0.947266,0.932071,0.776827,0.943775,0.982771,0.959653,0.971074,0.798060,0.960612,0.995518,0.964785,0.979910,0.813795,0.964133,0.999300,0.964785,0.981739,0.824957,0.964524,0.999720,0.964785,0.981942
DeepCrack_11184-1,0.535827,0.535827,0.559159,0.927753,0.697770,0.693310,0.875183,0.881381,0.992028,0.933437,0.764428,0.965766,0.965766,1.000000,0.982585,0.809290,0.978378,0.978378,1.000000,0.989071,0.865801,0.983784,0.983784,1.000000,0.991826,0.900443,0.988589,0.988589,1.000000,0.994262
DeepCrack_11188,0.652916,0.652916,0.710526,0.889535,0.790017,0.770702,0.932257,0.940402,0.990795,0.964941,0.822230,0.978095,0.979489,0.998547,0.988926,0.855852,0.985597,0.986068,0.999516,0.992746,0.894207,0.990712,0.990712,1.000000,0.995334,0.918765,0.993034,0.993034,1.000000,0.996505
DeepCrack_11188-2,0.611772,0.611772,0.636120,0.941118,0.759130,0.727594,0.900921,0.903344,0.997031,0.947878,0.784895,0.965759,0.966221,0.999505,0.982581,0.824545,0.973579,0.973579,1.000000,0.986612,0.868232,0.975920,0.975920,1.000000,0.987813,0.898592,0.978261,0.978261,1.000000,0.989011
DeepCrack_11197-2,0.736787,0.736787,0.955591,0.762909,0.848448,0.708237,0.868293,0.997267,0.870364,0.929504,0.689501,0.896909,1.000000,0.896909,0.945653,0.680039,0.904000,1.000000,0.904000,0.949580,0.665586,0.911455,1.000000,0.911455,0.953676,0.651880,0.921455,1.000000,0.921455,0.959122
DeepCrack_11197-4,0.732587,0.732587,0.852526,0.838897,0.845657,0.690960,0.848728,0.975540,0.867182,0.918175,0.655011,0.870239,0.997322,0.872277,0.930618,0.625155,0.874249,0.999821,0.874385,0.932906,0.584335,0.874736,1.000000,0.874736,0.933183,0.546601,0.875088,1.000000,0.875088,0.933383
DeepCrack_11204,0.807109,0.807109,0.996012,0.809726,0.893260,0.813168,0.907978,0.999847,0.908105,0.951770,0.825869,0.969950,1.000000,0.969950,0.984746,0.839664,0.997007,1.000000,0.997007,0.998501,0.861130,1.000000,1.000000,1.000000,1.000000,0.881355,1.000000,1.000000,1.000000,1.000000
DeepCrack_11215-15,0.841109,0.841109,0.875713,0.955128,0.913698,0.871843,0.953703,0.969116,0.983597,0.976303,0.891663,0.984064,0.992106,0.991830,0.991968,0.909786,0.992990,0.997177,0.995789,0.996482,0.932438,0.999141,0.999770,0.999372,0.999570,0.951443,1.000000,1.000000,1.000000,1.000000
DeepCrack_11215-3,0.843459,0.843459,0.910237,0.919981,0.915083,0.868648,0.935441,0.976982,0.956522,0.966644,0.884682,0.972682,0.995503,0.976975,0.986152,0.899580,0.988370,0.998994,0.989355,0.994151,0.916902,0.996292,1.000000,0.996292,0.998143,0.931828,0.998924,1.000000,0.998924,0.999461
DeepCrack_11218-3,0.935710,0.935710,0.960352,0.973309,0.966787,0.942113,0.989625,0.995882,0.993691,0.994785,0.947095,0.998544,1.000000,0.998544,0.999272,0.952173,0.999612,1.000000,0.999612,0.999806,0.958955,1.000000,1.000000,1.000000,1.000000,0.966432,1.000000,1.000000,1.000000,1.000000
DeepCrack_11231-3,0.945331,0.945331,0.986616,0.957612,0.971898,0.950096,0.976699,0.998960,0.977693,0.988212,0.954102,0.987165,1.000000,0.987165,0.993541,0.958465,0.992987,1.000000,0.992987,0.996481,0.963784,0.998059,1.000000,0.998059,0.999029,0.969183,0.999612,1.000000,0.999612,0.999806
DeepCrack_11231-4,0.928075,0.928075,0.975670,0.950063,0.962696,0.932691,0.963632,0.993133,0.970096,0.981479,0.935442,0.977735,0.997648,0.979994,0.988742,0.938426,0.985628,0.999378,0.986232,0.992762,0.940811,0.991155,1.000000,0.991155,0.995558,0.939939,0.993156,1.000000,0.993156,0.996566
DeepCrack_11236-1,0.813974,0.813974,0.819745,0.991426,0.897448,0.843317,0.937919,0.938674,0.999143,0.967965,0.863887,0.986352,0.986352,1.000000,0.993129,0.884272,0.996101,0.996101,1.000000,0.998047,0.908257,0.999468,0.999468,1.000000,0.999734,0.930441,1.000000,1.000000,1.000000,1.000000
DeepCrack_11236-4,0.756394,0.756394,0.771924,0.974091,0.861303,0.810978,0.916746,0.923603,0.991966,0.956565,0.845171,0.979339,0.981856,0.997389,0.989561,0.873934,0.996854,0.997453,0.999397,0.998425,0.909566,1.000000,1.000000,1.000000,1.000000,0.937142,1.000000,1.000000,1.000000,1.000000
DeepCrack_11240-6,0.838967,0.838967,0.905859,0.919104,0.912433,0.845370,0.938526,0.969283,0.967295,0.968288,0.843681,0.953780,0.978669,0.974028,0.976343,0.840874,0.958764,0.982840,0.975087,0.978948,0.840869,0.965584,0.988623,0.976433,0.982491,0.839894,0.971080,0.992795,0.977972,0.985328
DeepCrack_11240-8,0.775956,0.775956,0.865654,0.882194,0.873846,0.806747,0.915575,0.965493,0.946548,0.955927,0.824648,0.952771,0.986312,0.965537,0.975814,0.840036,0.966235,0.991718,0.974094,0.982827,0.859688,0.977125,0.996204,0.980776,0.988430,0.873402,0.986428,0.999425,0.986989,0.993168
DeepCrack_11247-12,0.666192,0.666192,0.677373,0.975823,0.799658,0.709387,0.800549,0.803241,0.995832,0.889228,0.739889,0.878440,0.878762,0.999583,0.935287,0.765078,0.914641,0.914641,1.000000,0.955418,0.803247,0.936053,0.936053,1.000000,0.966971,0.842447,0.950810,0.950810,1.000000,0.974785
DeepCrack_11249-4,0.892560,0.892560,0.904211,0.985770,0.943230,0.915618,0.982982,0.984316,0.998623,0.991418,0.929449,0.999263,0.999263,1.000000,0.999631,0.936862,1.000000,1.000000,1.000000,1.000000,0.950700,1.000000,1.000000,1.000000,1.000000,0.962686,1.000000,1.000000,1.000000,1.000000
DeepCrack_11249-7,0.798130,0.798130,0.899938,0.875855,0.887733,0.839808,0.956369,0.988423,0.967203,0.977698,0.863758,0.990725,0.998346,0.992354,0.995341,0.884236,0.998189,1.000000,0.998189,0.999094,0.908363,0.999195,1.000000,0.999195,0.999597,0.929375,1.000000,1.000000,1.000000,1.000000
DeepCrack_11266-3,0.847112,0.847112,0.966381,0.872835,0.917229,0.861870,0.917596,0.993344,0.923273,0.957027,0.873567,0.949562,0.999662,0.949868,0.974129,0.882398,0.964439,1.000000,0.964439,0.981897,0.896568,0.981659,1.000000,0.981659,0.990745,0.911019,0.994192,1.000000,0.994192,0.997088
DeepCrack_11269-1,0.677586,0.677586,0.692562,0.969074,0.807811,0.737659,0.872229,0.885918,0.982593,0.931755,0.775243,0.950959,0.962282,0.987778,0.974863,0.807787,0.972545,0.980016,0.992222,0.986081,0.855079,0.988091,0.991001,0.997037,0.994010,0.894034,0.995379,0.997221,0.998148,0.997684
DeepCrack_11270-2,0.744192,0.744192,0.775006,0.949282,0.853337,0.804017,0.933964,0.949114,0.983196,0.965855,0.838360,0.982828,0.992766,0.989918,0.991340,0.870939,0.992411,0.998503,0.993889,0.996191,0.905736,0.996639,1.000000,0.996639,0.998317,0.928063,1.000000,1.000000,1.000000,1.000000
DeepCrack_11271-2,0.909518,0.909518,0.985194,0.922122,0.952615,0.914670,0.962264,0.996639,0.965397,0.980769,0.920526,0.986716,0.999455,0.987247,0.993314,0.924029,0.997364,1.000000,0.997364,0.998680,0.930453,1.000000,1.000000,1.000000,1.000000,0.939496,1.000000,1.000000,1.000000,1.000000
DeepCrack_11271-5,0.919598,0.919598,0.931672,0.986103,0.958115,0.931629,0.972199,0.975438,0.996597,0.985904,0.938101,0.986914,0.988299,0.998582,0.993414,0.944822,0.993472,0.993658,0.999811,0.996725,0.953746,0.998750,0.998750,1.000000,0.999374,0.962207,1.000000,1.000000,1.000000,1.000000
DeepCrack_11286-2,0.877717,0.877717,0.927745,0.942119,0.934877,0.899137,0.983856,0.992810,0.990917,0.991862,0.913332,0.997520,0.999298,0.998219,0.998758,0.924833,0.999644,1.000000,0.999644,0.999822,0.939654,1.000000,1.000000,1.000000,1.000000,0.951872,1.000000,1.000000,1.000000,1.000000
DeepCrack_11289-9,0.676990,0.676990,0.677441,0.999017,0.807387,0.740435,0.853037,0.853216,0.999754,0.920691,0.781231,0.961346,0.961346,1.000000,0.980292,0.811967,0.994169,0.994169,1.000000,0.997076,0.857057,1.000000,1.000000,1.000000,1.000000,0.895359,1.000000,1.000000,1.000000,1.000000
DeepCrack_11294,0.579468,0.579468,0.614882,0.909593,0.733751,0.662902,0.822309,0.869373,0.938233,0.902491,0.700902,0.873386,0.924656,0.940304,0.932414,0.725172,0.884474,0.935386,0.942029,0.938696,0.746096,0.893813,0.942384,0.945480,0.943929,0.761123,0.907337,0.952181,0.950656,0.951418
DeepCrack_11296-18,0.712067,0.712067,0.841016,0.822826,0.831821,0.731429,0.848389,0.950376,0.887713,0.917976,0.740717,0.889502,0.971072,0.913714,0.941520,0.751047,0.905509,0.976246,0.925909,0.950412,0.764564,0.920974,0.982832,0.936033,0.958862,0.779721,0.935450,0.993885,0.940865,0.966649
DeepCrack_11296-19,0.774685,0.774685,0.786877,0.980392,0.873039,0.822954,0.942613,0.945585,0.996677,0.970459,0.851026,0.990131,0.990131,1.000000,0.995041,0.878362,0.997066,0.997066,1.000000,0.998531,0.914906,1.000000,1.000000,1.000000,1.000000,0.938856,1.000000,1.000000,1.000000,1.000000
DeepCrack_11296-4,0.765147,0.765147,0.960430,0.790053,0.866950,0.781150,0.880621,0.991321,0.887464,0.936522,0.796361,0.935937,0.997058,0.938529,0.966908,0.811190,0.961109,0.998382,0.962609,0.980169,0.834935,0.976747,0.999853,0.976888,0.988237,0.860265,0.985721,1.000000,0.985721,0.992809
DeepCrack_11296-7,0.864036,0.864036,0.893257,0.963520,0.927059,0.900300,0.984298,0.985627,0.998632,0.992087,0.918189,0.998098,0.998098,1.000000,0.999048,0.933421,1.000000,1.000000,1.000000,1.000000,0.951503,1.000000,1.000000,1.000000,1.000000,0.964982,1.000000,1.000000,1.000000,1.000000
DeepCrack_11301-6,0.875013,0.875013,0.981847,0.889401,0.933341,0.882932,0.906289,0.995595,0.909938,0.950841,0.888885,0.923041,0.998747,0.924112,0.959981,0.895310,0.936399,0.999772,0.936599,0.967155,0.905531,0.956380,1.000000,0.956380,0.977704,0.917075,0.977605,1.000000,0.977605,0.988676
DeepCrack_11304,0.799146,0.799146,0.892198,0.884559,0.888362,0.806677,0.932464,0.994044,0.937703,0.965052,0.804533,0.940065,1.000000,0.940065,0.969107,0.799974,0.943017,1.000000,0.943017,0.970673,0.795507,0.945084,1.000000,0.945084,0.971767,0.792321,0.947741,1.000000,0.947741,0.973170
DeepCrack_7Q3A9060-3,0.772670,0.772670,0.790016,0.972369,0.871759,0.799936,0.874979,0.888757,0.982590,0.933321,0.819333,0.929636,0.941595,0.986521,0.963535,0.835735,0.957935,0.968151,0.989105,0.978516,0.861600,0.981517,0.989323,0.992025,0.990672,0.888190,0.989643,0.994981,0.994609,0.994795
DeepCrack_7Q3A9060-9,0.837722,0.837722,0.843902,0.991334,0.911696,0.867188,0.940779,0.941924,0.998709,0.969486,0.886078,0.980380,0.980380,1.000000,0.990093,0.898365,0.992701,0.992701,1.000000,0.996337,0.920015,0.998509,0.998509,1.000000,0.999254,0.938746,1.000000,1.000000,1.000000,1.000000
DeepCrack_7Q3A9064-12,0.853757,0.853757,0.974688,0.873115,0.921110,0.850671,0.897601,0.993392,0.902993,0.946038,0.849190,0.917657,0.997070,0.920139,0.957061,0.852188,0.929119,0.998504,0.930414,0.963257,0.858614,0.942702,0.999875,0.942812,0.970506,0.869490,0.955434,1.000000,0.955434,0.977209
DeepCrack_7Q3A9064-17,0.902130,0.902130,0.971873,0.926314,0.948547,0.907104,0.958139,0.993715,0.963981,0.978622,0.912280,0.983344,0.998193,0.985098,0.991602,0.920009,0.995950,0.999843,0.996106,0.997971,0.928414,0.999925,1.000000,0.999925,0.999963,0.936429,1.000000,1.000000,1.000000,1.000000
DeepCrack_7Q3A9064-19,0.799664,0.799664,0.935710,0.846154,0.888681,0.810300,0.856927,0.961700,0.887205,0.922952,0.819078,0.894372,0.975635,0.914805,0.944241,0.827885,0.921817,0.984184,0.935678,0.959318,0.839128,0.948904,0.992477,0.955779,0.973782,0.852179,0.966848,0.998119,0.968612,0.983144
DeepCrack_7Q3A9064-20,0.758724,0.758724,0.822051,0.907826,0.862812,0.765209,0.810764,0.859407,0.934745,0.895494,0.770372,0.844482,0.883405,0.950413,0.915685,0.777864,0.869883,0.900913,0.961913,0.930415,0.790401,0.892223,0.914950,0.972914,0.943042,0.801966,0.903346,0.920534,0.979748,0.949219
DeepCrack_IMG109-1,0.552280,0.552280,0.552714,0.998579,0.711573,0.623608,0.744296,0.744296,1.000000,0.853406,0.666667,0.831629,0.831629,1.000000,0.908076,0.703075,0.846184,0.846184,1.000000,0.916684,0.750937,0.855232,0.855232,1.000000,0.921968,0.786654,0.861133,0.861133,1.000000,0.925386
DeepCrack_IMG11-6,0.312005,0.312005,0.312104,0.998986,0.475616,0.467322,0.588086,0.588086,1.000000,0.740623,0.565340,0.807351,0.807351,1.000000,0.893408,0.636410,0.938213,0.938213,1.000000,0.968122,0.728121,0.999366,0.999366,1.000000,0.999683,0.800775,1.000000,1.000000,1.000000,1.000000
DeepCrack_IMG14-1,0.432913,0.432913,0.446217,0.935564,0.604242,0.610728,0.796679,0.799054,0.996283,0.886835,0.701987,0.944444,0.944444,1.000000,0.971429,0.760372,0.982861,0.982861,1.000000,0.991356,0.824742,0.990544,0.990544,1.000000,0.995249,0.869488,0.995272,0.995272,1.000000,0.997630
DeepCrack_IMG14-3,0.347001,0.347001,0.374590,0.824910,0.515220,0.545251,0.732097,0.751639,0.965704,0.845330,0.645264,0.865123,0.876230,0.985560,0.927684,0.718720,0.914060,0.915574,0.998195,0.955101,0.811174,0.963934,0.963934,1.000000,0.981636,0.884121,0.990164,0.990164,1.000000,0.995058
DeepCrack_IMG25-6,0.624545,0.624545,0.644369,0.953054,0.768886,0.714104,0.857060,0.866553,0.987380,0.923029,0.769977,0.968950,0.971331,0.997476,0.984230,0.811373,0.997270,0.997270,1.000000,0.998633,0.861843,1.000000,1.000000,1.000000,1.000000,0.900454,1.000000,1.000000,1.000000,1.000000
DeepCrack_IMG27-3,0.619083,0.619083,0.671145,0.888652,0.764733,0.711508,0.858525,0.898979,0.950196,0.923878,0.761612,0.928402,0.962386,0.963358,0.962872,0.800471,0.949710,0.977969,0.970473,0.974207,0.849972,0.967953,0.985223,0.982213,0.983716,0.892817,0.990890,0.991940,0.998933,0.995424
DeepCrack_IMG27-7,0.728330,0.728330,0.764114,0.939587,0.842814,0.801003,0.930455,0.938053,0.991370,0.963975,0.839835,0.989625,0.989625,1.000000,0.994785,0.867722,0.996338,0.996338,1.000000,0.998166,0.903185,0.996948,0.996948,1.000000,0.998472,0.933247,1.000000,1.000000,1.000000,1.000000
DeepCrack_IMG27-8,0.703188,0.703188,0.727273,0.955023,0.825731,0.785714,0.918281,0.922215,0.995376,0.957400,0.826946,0.986466,0.986876,0.999580,0.993187,0.856866,0.994238,0.994238,1.000000,0.997111,0.894420,0.996159,0.996159,1.000000,0.998076,0.928419,1.000000,1.000000,1.000000,1.000000
DeepCrack_IMG27-9,0.642136,0.642136,0.665669,0.947817,0.782074,0.746445,0.885934,0.889304,0.995740,0.939517,0.797049,0.974944,0.974944,1.000000,0.987313,0.835335,0.990651,0.990651,1.000000,0.995303,0.884518,0.995512,0.995512,1.000000,0.997751,0.921338,1.000000,1.000000,1.000000,1.000000
DeepCrack_IMG33-12,0.544907,0.544907,0.611270,0.833865,0.705424,0.623368,0.745286,0.841340,0.867163,0.854056,0.667600,0.839907,0.949883,0.878852,0.912988,0.701482,0.871964,0.984420,0.884166,0.931603,0.745828,0.888967,0.992729,0.894793,0.941220,0.787981,0.903861,0.998961,0.904711,0.949503
DeepCrack_IMG33-16,0.662983,0.662983,0.685174,0.953425,0.797342,0.761233,0.875418,0.887970,0.984110,0.933571,0.810824,0.964530,0.972829,0.991233,0.981945,0.841944,0.985695,0.992715,0.992877,0.992796,0.877141,0.994015,0.999212,0.994795,0.996999,0.901794,0.997416,0.999606,0.997808,0.998706
DeepCrack_IMG33-9,0.686891,0.686891,0.707079,0.960092,0.814387,0.725459,0.826461,0.839480,0.981581,0.904986,0.748899,0.877271,0.887099,0.987529,0.934624,0.770060,0.898075,0.906599,0.989639,0.946301,0.798701,0.914697,0.922707,0.990599,0.955448,0.818986,0.922056,0.930196,0.990599,0.959448
DeepCrack_IMG36-2,0.415994,0.415994,0.415994,1.000000,0.587565,0.520144,0.626804,0.626804,1.000000,0.770595,0.589095,0.800196,0.800196,1.000000,0.889010,0.645019,0.916606,0.916606,1.000000,0.956488,0.722369,0.972609,0.972609,1.000000,0.986115,0.790781,0.988017,0.988017,1.000000,0.993972
DeepCrack_IMG_6469-2,0.814979,0.814979,0.878904,0.918067,0.898059,0.846954,0.920448,0.964336,0.952885,0.958576,0.865656,0.959333,0.992308,0.966521,0.979244,0.880978,0.974521,0.999068,0.975408,0.987096,0.905640,0.984173,1.000000,0.984173,0.992024,0.925570,0.994400,1.000000,0.994400,0.997192
DeepCrack_IMG_6472-1,0.796444,0.796444,0.804253,0.987955,0.886689,0.820697,0.891115,0.892735,0.997968,0.942423,0.838918,0.936917,0.936917,1.000000,0.967431,0.854924,0.951211,0.951211,1.000000,0.974995,0.879666,0.967631,0.967631,1.000000,0.983549,0.903741,0.983343,0.983343,1.000000,0.991602
DeepCrack_IMG_6514-3,0.673463,0.673463,0.741859,0.879587,0.804874,0.706151,0.789952,0.858678,0.908002,0.882652,0.727214,0.855151,0.924127,0.919725,0.921921,0.743494,0.889932,0.957012,0.926988,0.941761,0.771597,0.923701,0.981730,0.939857,0.960338,0.806885,0.952045,0.997851,0.954001,0.975433
DeepCrack_IMG_6516-1,0.791645,0.791645,0.903022,0.865202,0.883707,0.757676,0.863529,0.964648,0.891750,0.926768,0.734117,0.887960,0.982444,0.902277,0.940655,0.714819,0.897799,0.987101,0.908456,0.946147,0.688468,0.907359,0.989968,0.915780,0.951430,0.666187,0.916753,0.991759,0.923790,0.956569
DeepCrack_IMG_6522-1,0.621122,0.621122,0.659657,0.914036,0.766287,0.689655,0.795694,0.827667,0.953699,0.886225,0.739078,0.889289,0.914826,0.969565,0.941400,0.778808,0.934989,0.954784,0.978307,0.966402,0.831269,0.971977,0.984694,0.986887,0.985789,0.871252,0.988822,0.998014,0.990772,0.994380
DeepCrack_IMG_6537-1,0.702752,0.702752,0.760098,0.903050,0.825431,0.751291,0.841030,0.886182,0.942879,0.913652,0.782764,0.910273,0.947506,0.958617,0.953029,0.808133,0.944359,0.972690,0.970080,0.971383,0.841470,0.967042,0.986917,0.979600,0.983245,0.867613,0.976471,0.990188,0.986011,0.988095
Eugen_Muller_4470_327_315_563_732,0.602408,0.602408,0.649521,0.892531,0.751878,0.743686,0.824782,0.887717,0.920847,0.903979,0.771872,0.890911,0.944832,0.939799,0.942309,0.790603,0.934804,0.975823,0.956968,0.966304,0.820466,0.974668,0.996593,0.977926,0.987171,0.850260,0.992196,1.000000,0.992196,0.996083
Eugen_Muller_7723_0_0_714_429,0.654252,0.654252,0.691212,0.924446,0.790994,0.788812,0.861045,0.901349,0.950633,0.925335,0.817120,0.922355,0.952408,0.966921,0.959610,0.835481,0.961289,0.981076,0.979451,0.980263,0.862710,0.988958,0.999344,0.989600,0.994448,0.886795,1.000000,1.000000,1.000000,1.000000
Eugen_Muller_8980_79_365_456_521,0.630892,0.630892,0.694003,0.874017,0.773677,0.719485,0.804632,0.879626,0.904194,0.891741,0.746124,0.867381,0.931521,0.926455,0.928981,0.767487,0.913777,0.963469,0.946573,0.954946,0.801122,0.962106,0.990878,0.970703,0.980687,0.831060,0.979698,0.998211,0.981421,0.989745
Eugen_Muller_8980a_123_420_527_438,0.511852,0.511852,0.553148,0.872711,0.677120,0.606049,0.664486,0.717531,0.899883,0.798428,0.626549,0.717061,0.763642,0.921601,0.835219,0.643773,0.756866,0.796049,0.938937,0.861609,0.669009,0.805043,0.833519,0.959291,0.891993,0.689944,0.832866,0.853827,0.971367,0.908813
Eugen_Muller_8980a_25_22_747_752,0.549512,0.549512,0.659621,0.767003,0.709271,0.624546,0.736359,0.865221,0.831768,0.848165,0.650834,0.805604,0.909317,0.875980,0.892337,0.674326,0.855930,0.931365,0.913553,0.922373,0.713053,0.919611,0.954203,0.962074,0.958122,0.747343,0.959133,0.968477,0.990042,0.979140
Eugen_Muller_9360_329_209_632_479,0.551352,0.551352,0.598289,0.875433,0.710802,0.698411,0.757877,0.827500,0.900077,0.862264,0.733815,0.825925,0.893553,0.916057,0.904665,0.759150,0.882402,0.941316,0.933770,0.937528,0.795891,0.938728,0.985921,0.951482,0.968396,0.830973,0.963752,0.999737,0.963997,0.981542
